Id,groupId,matchId,assists,boosts,damageDealt,DBNOs,headshotKills,heals,killPlace,killPoints,kills,killStreaks,longestKill,matchDuration,matchType,maxPlace,numGroups,rankPoints,revives,rideDistance,roadKills,swimDistance,teamKills,vehicleDestroys,walkDistance,weaponsAcquired,winPoints,winPlacePerc,totalDistance,headshotRate,itemsUsed,playStyle
0.0,0.0,0.0,0,1,87.15,1,0,1,24,0,1,1,116.1,1735,0.0,25,22,1508,0,1717.0,0,0.0,0,0,1268.0,3,0,0.375,2985.0,0.0,2,Aggressive
0.0,0.0,0.0,0,0,55.0,0,0,0,76,0,0,0,0.0,1894,0.0,96,89,1498,0,0.0,0,0.0,0,0,465.4,4,0,0.2421,465.4,0.0,0,Survivalist
0.0,0.0,0.0,0,0,25.74,0,0,0,63,0,0,0,0.0,1746,0.0,26,25,1421,0,70.15,0,0.0,0,0,1013.0,3,0,0.4,1083.15,0.0,0,Survivalist
0.0,0.0,0.0,0,0,0.0,0,0,1,78,0,0,0,0.0,1385,0.0,26,26,1486,0,0.0,0,0.0,0,0,190.2,2,0,0.16,190.2,0.0,1,Survivalist
0.0,0.0,0.0,0,0,0.0,0,0,0,91,0,0,0,0.0,1391,0.0,28,27,1515,0,0.0,0,0.0,0,0,29.11,1,0,0.0,29.11,0.0,0,Survivalist
0.0,0.0,0.0,0,0,26.46,0,0,2,81,1450,0,0,0.0,1257,0.0,28,26,0,0,0.0,0,0.0,0,0,117.7,1,1542,0.0,117.7,0.0,2,Survivalist
0.0,0.0,0.0,0,0,129.0,1,0,11,29,991,1,1,42.78,1457,0.0,30,29,0,0,864.9,0,0.0,0,0,1983.0,6,1447,0.5517,2847.9,0.0,11,Aggressive
0.0,0.0,0.0,0,0,200.0,0,0,0,17,1390,2,1,63.99,1834,0.0,93,92,0,0,0.0,0,0.0,0,0,1012.0,4,1537,0.5543,1012.0,0.0,0,Aggressive
0.0,0.0,0.0,0,0,202.3,1,0,0,44,0,0,0,0.0,1798,0.0,48,47,1500,0,1184.0,0,0.0,0,0,2857.0,5,0,0.8298,4041.0,0.0,0,Survivalist
0.0,0.0,0.0,1,0,306.9,3,1,0,16,0,3,3,61.54,1816,0.0,31,31,1508,1,956.0,0,0.0,0,0,2049.0,6,0,0.4,3005.0,0.3333333333333333,0,Aggressive
0.0,0.0,0.0,0,0,0.0,0,0,0,91,1310,0,0,0.0,1403,0.0,97,96,0,0,0.0,0,0.0,0,0,8.016,1,1514,0.0521,8.016,0.0,0,Survivalist
0.0,0.0,0.0,0,1,182.6,0,0,6,29,0,1,1,11.85,1810,0.0,49,49,1491,2,0.0,0,0.0,0,0,1522.0,3,0,0.6667,1522.0,0.0,7,Aggressive
0.0,0.0,0.0,0,2,104.4,0,0,1,39,0,0,0,0.0,1798,0.0,25,22,1497,0,1539.0,0,0.0,0,0,3881.0,10,0,0.75,5420.0,0.0,3,Survivalist
0.0,0.0,0.0,0,0,200.0,1,0,0,19,0,2,2,10.48,1341,0.0,45,44,1515,0,0.0,0,0.0,0,0,191.2,1,0,0.2273,191.2,0.0,0,Aggressive
0.0,0.0,0.0,0,0,4.45,0,2,7,36,1005,1,1,1.706,1514,0.0,30,28,0,0,0.0,0,0.0,0,0,179.0,2,1500,0.3103,179.0,2.0,7,Aggressive
0.0,0.0,0.0,0,1,326.6,2,0,0,18,0,2,1,26.8,1345,0.0,49,49,1542,0,0.0,0,0.0,0,0,2176.0,4,0,0.875,2176.0,0.0,1,Aggressive
0.0,0.0,0.0,0,0,225.4,2,0,0,35,0,1,1,6.957,1365,0.0,29,29,1440,0,0.0,0,0.0,0,0,582.3,2,0,0.2857,582.3,0.0,0,Aggressive
0.0,0.0,0.0,0,0,0.0,0,0,0,68,1338,0,0,0.0,1867,0.0,44,39,0,0,0.0,0,0.0,0,0,13.05,1,1540,0.186,13.05,0.0,0,Survivalist
0.0,0.0,0.0,0,0,60.2,0,0,0,94,1335,0,0,0.0,1883,0.0,49,49,0,0,0.0,0,0.0,0,0,4.536,1,1497,0.0417,4.536,0.0,0,Survivalist
0.0,0.0,0.0,0,0,16.83,0,0,0,84,0,0,0,0.0,1286,0.0,28,28,1496,0,0.0,0,0.0,0,0,660.2,1,0,0.1852,660.2,0.0,0,Survivalist
0.0,0.0,0.0,0,2,445.0,1,3,1,9,0,2,1,25.92,1439,0.0,48,45,1528,0,0.0,0,0.0,0,0,2633.0,6,0,0.9574,2633.0,1.5,3,Aggressive
0.0,0.0,0.0,0,0,19.31,0,0,0,76,1265,0,0,0.0,1798,0.0,29,28,0,0,0.0,0,0.0,0,0,582.1,3,1471,0.2857,582.1,0.0,0,Survivalist
0.0,0.0,0.0,2,4,294.1,2,0,8,14,1329,2,1,10.18,1354,0.0,47,43,0,1,0.0,0,32.9,0,0,1373.0,4,1542,0.8913,1405.9,0.0,12,Aggressive
0.0,0.0,0.0,0,5,102.0,0,0,6,23,0,1,1,32.66,1338,0.0,26,24,1470,0,0.0,0,0.0,0,0,3618.0,2,0,0.96,3618.0,0.0,11,Aggressive
0.0,0.0,0.0,0,2,0.0,1,0,3,52,0,0,0,0.0,1943,0.0,48,46,1502,0,2443.0,0,0.0,0,0,1840.0,4,0,0.6596,4283.0,0.0,5,Survivalist
0.0,0.0,0.0,0,2,19.04,0,0,4,51,0,0,0,0.0,1315,0.0,29,28,1502,0,0.0,0,0.0,0,0,2174.0,3,0,0.8214,2174.0,0.0,6,Survivalist
0.0,0.0,0.0,0,4,340.3,1,0,2,43,0,0,0,0.0,2192,0.0,27,26,1623,0,2332.0,0,0.0,0,0,3657.0,8,0,1.0,5989.0,0.0,6,Survivalist
0.0,0.0,0.0,0,0,86.24,0,0,0,65,0,0,0,0.0,1941,0.0,95,93,1515,0,0.0,0,0.0,0,0,446.8,4,0,0.0,446.8,0.0,0,Survivalist
0.0,0.0,0.0,0,0,0.0,0,0,0,69,0,0,0,0.0,1303,0.0,29,28,1500,0,0.0,0,0.0,0,0,626.9,3,0,0.0,626.9,0.0,0,Survivalist
0.0,0.0,0.0,0,2,371.6,2,1,4,10,0,3,1,32.42,2060,0.0,48,45,1521,0,0.0,0,0.0,0,0,938.1,6,0,0.5106,938.1,0.3333333333333333,6,Aggressive
0.0,0.0,0.0,0,0,0.0,0,0,0,70,1149,0,0,0.0,1841,0.0,48,48,0,0,681.7,0,0.0,0,0,368.1,3,1481,0.2766,1049.8000000000002,0.0,0,Survivalist
0.0,0.0,0.0,0,0,69.93,0,0,0,79,1198,0,0,0.0,1924,0.0,29,29,0,0,0.0,0,0.0,0,0,289.2,3,1501,0.2143,289.2,0.0,0,Survivalist
0.0,0.0,0.0,0,0,0.0,0,0,0,91,0,0,0,0.0,1360,0.0,31,30,1412,0,0.0,0,0.0,0,0,44.18,1,0,0.0333,44.18,0.0,0,Survivalist
0.0,0.0,0.0,1,3,121.5,1,0,2,20,0,1,1,14.89,1804,0.0,45,44,1500,0,5128.0,0,0.0,0,1,3820.0,4,0,0.9773,8948.0,0.0,5,Aggressive
0.0,0.0,0.0,1,2,15.11,0,0,0,39,0,0,0,0.0,1326,0.0,30,29,1448,0,0.0,0,0.0,0,0,3844.0,7,0,0.9655,3844.0,0.0,2,Survivalist
0.0,0.0,0.0,0,0,0.0,0,0,0,54,0,0,0,0.0,1343,0.0,50,49,1491,0,0.0,0,0.0,0,0,689.9,3,0,0.551,689.9,0.0,0,Survivalist
0.0,0.0,0.0,0,0,0.0,0,0,0,79,0,0,0,0.0,1376,0.0,27,26,1459,0,0.0,0,0.0,0,0,14.4,1,0,0.0385,14.4,0.0,0,Survivalist
0.0,0.0,0.0,0,0,13.29,0,0,0,89,0,0,0,0.0,1871,0.0,47,46,1497,0,0.0,0,0.0,0,0,38.07,2,0,0.0217,38.07,0.0,0,Survivalist
0.0,0.0,0.0,0,1,5.328,0,0,1,57,1383,0,0,0.0,1325,0.0,28,28,0,0,1040.0,0,0.0,0,0,432.2,3,1485,0.4815,1472.2,0.0,2,Survivalist
0.0,0.0,0.0,0,3,0.0,0,0,1,44,0,0,0,0.0,1381,0.0,48,47,1479,0,0.0,0,0.0,0,0,2785.0,12,0,0.9362,2785.0,0.0,4,Survivalist
0.0,0.0,0.0,0,1,22.05,0,0,1,69,1278,0,0,0.0,1890,0.0,29,28,0,0,0.0,0,0.0,0,0,700.0,8,1519,0.2857,700.0,0.0,2,Survivalist
0.0,0.0,0.0,0,2,0.0,0,0,0,24,0,60,1,12.59,1397,0.0,48,47,1500,0,0.0,0,71.71,0,0,0.0,4,0,0.0,71.71,0.0,2,Aggressive
0.0,0.0,0.0,2,3,0.0,1,1,3,32,0,1,1,1.629,1340,0.0,29,29,1357,0,1707.0,0,0.0,0,0,1195.0,7,0,0.75,2902.0,1.0,6,Aggressive
0.0,0.0,0.0,0,0,0.0,0,0,0,64,0,0,0,0.0,1416,0.0,94,89,1500,0,0.0,0,0.0,0,0,0.0,0,0,0.3656,0.0,0.0,0,Survivalist
0.0,0.0,0.0,0,6,29.15,0,0,5,48,0,0,0,0.0,1357,0.0,28,26,1500,0,0.0,0,0.0,0,0,3701.0,8,0,0.8519,3701.0,0.0,11,Survivalist
0.0,0.0,0.0,1,1,27.15,0,0,1,68,1143,0,0,0.0,1442,0.0,48,43,0,0,0.0,0,0.0,0,0,169.5,1,1520,0.3191,169.5,0.0,2,Survivalist
0.0,0.0,0.0,0,3,341.1,5,1,0,4,0,5,2,11.31,1357,0.0,29,28,1438,1,0.0,0,0.0,0,0,354.8,3,0,0.25,354.8,0.2,3,Aggressive
0.0,0.0,0.0,2,1,113.3,0,0,1,51,1773,0,0,0.0,1895,0.0,26,26,0,0,2613.0,0,0.0,0,0,1251.0,3,1812,0.6,3864.0,0.0,2,Survivalist
0.0,0.0,0.0,0,0,0.0,0,0,0,60,1428,0,0,0.0,1420,0.0,97,93,0,0,0.0,0,0.0,0,0,580.4,6,1523,0.5208,580.4,0.0,0,Survivalist
0.0,0.0,0.0,0,3,42.75,0,0,2,39,0,0,0,0.0,1457,0.0,47,46,1575,0,0.0,0,0.0,0,0,2641.0,6,0,0.9565,2641.0,0.0,5,Survivalist
0.0,0.0,0.0,0,3,0.0,0,0,11,60,0,0,0,0.0,1756,0.0,24,24,1498,0,935.9,0,0.0,0,0,1294.0,4,0,0.0,2229.9,0.0,14,Survivalist
0.0,0.0,0.0,0,0,0.0,0,0,0,73,0,0,0,0.0,1385,0.0,26,25,1417,0,0.0,0,0.0,0,0,209.5,2,0,0.16,209.5,0.0,0,Survivalist
0.0,0.0,0.0,0,0,122.7,1,2,0,21,0,2,1,15.97,1888,0.0,27,27,1489,0,0.0,0,0.0,0,0,269.5,2,0,0.2692,269.5,1.0,0,Aggressive
0.0,0.0,0.0,0,0,0.0,0,0,0,88,0,0,0,0.0,1801,0.0,45,42,1514,0,0.0,0,0.0,0,0,10.44,0,0,0.0,10.44,0.0,0,Survivalist
0.0,0.0,0.0,0,3,113.8,2,1,1,12,0,2,1,158.6,1385,0.0,29,28,1447,0,921.3,0,0.0,0,0,1365.0,5,0,0.6071,2286.3,0.5,4,Aggressive
0.0,0.0,0.0,1,3,84.58,1,0,10,25,0,1,1,3.554,1916,0.0,27,25,1500,0,2414.0,0,0.0,0,0,2502.0,6,0,0.7308,4916.0,0.0,13,Aggressive
0.0,0.0,0.0,0,3,382.7,4,0,2,9,0,3,1,74.16,1386,0.0,25,25,1222,0,280.7,0,5.323,0,0,1225.0,6,0,0.625,1511.0230000000001,0.0,5,Aggressive
0.0,0.0,0.0,0,0,100.0,0,0,1,33,0,1,1,32.28,1337,0.0,96,95,1572,0,0.0,0,0.0,0,0,873.1,4,0,0.5579,873.1,0.0,1,Aggressive
0.0,0.0,0.0,0,0,0.0,0,0,0,80,0,0,0,0.0,1973,0.0,49,47,1504,0,0.0,0,0.0,0,0,16.34,2,0,0.1875,16.34,0.0,0,Survivalist
0.0,0.0,0.0,0,0,57.85,0,0,0,82,1460,0,0,0.0,1358,0.0,87,87,0,0,0.0,0,0.0,0,0,38.62,2,1510,0.0581,38.62,0.0,0,Survivalist
0.0,0.0,0.0,1,0,242.5,1,0,0,82,0,0,0,0.0,1761,0.0,30,29,1377,0,0.0,0,0.0,0,0,239.1,1,0,0.1724,239.1,0.0,0,Survivalist
0.0,0.0,0.0,0,2,0.0,0,0,0,57,0,0,0,0.0,1981,0.0,48,46,1566,0,4098.0,0,0.0,0,0,922.5,5,0,0.4894,5020.5,0.0,2,Survivalist
0.0,0.0,0.0,0,9,100.0,0,1,0,21,1195,1,1,88.36,1365,0.0,97,96,0,0,0.0,0,0.0,0,0,2395.0,5,1498,0.875,2395.0,1.0,9,Aggressive
0.0,0.0,0.0,0,1,15.3,0,0,1,45,1000,0,0,0.0,1324,0.0,50,46,0,0,0.0,0,0.0,0,0,2259.0,4,1500,0.0,2259.0,0.0,2,Survivalist
0.0,0.0,0.0,0,1,0.0,0,0,1,59,0,0,0,0.0,1957,0.0,94,92,1593,0,2772.0,0,0.0,0,0,544.6,3,0,0.4839,3316.6,0.0,2,Survivalist
0.0,0.0,0.0,0,0,0.0,0,0,0,99,0,0,0,0.0,1985,0.0,30,26,1500,0,0.0,0,0.0,0,0,20.31,0,0,0.0,20.31,0.0,0,Survivalist
0.0,0.0,0.0,0,0,0.0,0,0,0,86,0,0,0,0.0,1388,0.0,94,94,1494,0,0.0,0,0.0,0,0,0.0,1,0,0.0,0.0,0.0,0,Survivalist
0.0,0.0,0.0,0,0,59.57,0,0,0,61,0,0,0,0.0,1462,0.0,28,28,1454,0,0.0,0,0.0,0,0,1550.0,3,0,0.5556,1550.0,0.0,0,Survivalist
0.0,0.0,0.0,1,2,0.0,10,3,4,1,0,10,2,361.6,1961,0.0,26,25,1670,4,0.0,0,95.41,0,0,4063.0,7,0,0.84,4158.41,0.3,6,Aggressive
0.0,0.0,0.0,0,0,136.7,2,0,1,11,1321,2,1,121.4,1239,0.0,28,27,0,0,1340.0,0,0.0,0,0,1586.0,5,1443,0.0,2926.0,0.0,1,Aggressive
0.0,0.0,0.0,0,0,29.36,0,0,0,92,0,0,0,0.0,1864,0.0,99,97,1500,0,0.0,0,0.0,0,0,25.3,1,0,0.0714,25.3,0.0,0,Survivalist
0.0,0.0,0.0,0,0,150.3,1,0,0,69,1146,0,0,0.0,1546,0.0,47,44,0,0,0.0,0,0.0,0,0,257.4,3,1530,0.3478,257.4,0.0,0,Survivalist
0.0,0.0,0.0,0,3,85.21,1,0,4,47,0,0,0,0.0,1821,0.0,25,25,1765,0,1145.0,0,33.06,0,0,3942.0,4,0,0.6667,5120.06,0.0,7,Survivalist
0.0,0.0,0.0,1,2,39.67,0,0,0,46,0,0,0,0.0,1381,0.0,48,45,1475,0,0.0,0,0.0,0,0,2038.0,4,0,0.9362,2038.0,0.0,2,Survivalist
0.0,0.0,0.0,1,1,295.1,4,2,4,3,0,5,1,140.9,1371,0.0,28,26,1453,3,1456.0,0,0.0,0,0,1883.0,12,0,0.7037,3339.0,0.4,5,Aggressive
0.0,0.0,0.0,0,0,24.67,0,0,0,62,1473,0,0,0.0,1772,0.0,48,45,0,0,3915.0,0,0.0,0,0,1120.0,3,1546,0.4681,5035.0,0.0,0,Survivalist
0.0,0.0,0.0,0,2,185.6,2,0,12,13,1294,2,1,45.38,1793,0.0,30,29,0,1,1598.0,0,0.0,2,0,1860.0,5,1532,0.5172,3458.0,0.0,14,Aggressive
0.0,0.0,0.0,0,0,200.0,2,1,0,15,1078,2,2,25.06,1370,0.0,28,28,0,0,0.0,0,0.0,0,0,148.6,3,1501,0.963,148.6,0.5,0,Aggressive
0.0,0.0,0.0,0,0,0.0,0,0,0,89,0,0,0,0.0,1234,0.0,28,28,1461,0,0.0,0,0.0,0,0,48.22,1,0,0.037,48.22,0.0,0,Survivalist
0.0,0.0,0.0,0,0,0.0,0,0,0,94,995,0,0,0.0,1404,0.0,31,31,0,0,0.0,0,0.0,0,0,0.0,0,1489,0.0,0.0,0.0,0,Survivalist
0.0,0.0,0.0,0,0,37.73,0,0,0,75,0,0,0,0.0,1306,0.0,47,46,1452,0,0.0,0,0.0,0,0,163.3,4,0,0.1957,163.3,0.0,0,Survivalist
0.0,0.0,0.0,0,0,0.0,0,0,0,79,1207,0,0,0.0,1357,0.0,27,27,0,0,0.0,0,0.0,0,0,179.5,2,1427,0.2308,179.5,0.0,0,Survivalist
0.0,0.0,0.0,0,3,15.24,0,0,4,42,1332,0,0,0.0,1926,0.0,49,49,0,0,365.0,0,0.0,0,0,3303.0,8,1621,0.875,3668.0,0.0,7,Survivalist
0.0,0.0,0.0,1,2,62.51,0,0,0,59,1445,0,0,0.0,1330,0.0,33,33,0,0,582.6,0,0.0,0,0,494.8,4,1416,0.375,1077.4,0.0,2,Survivalist
0.0,0.0,0.0,0,0,146.7,1,0,0,29,0,1,1,20.08,1379,0.0,48,45,1480,0,0.0,0,0.0,0,0,806.9,4,0,0.5532,806.9,0.0,0,Aggressive
0.0,0.0,0.0,0,0,25.71,0,0,0,83,0,0,0,0.0,1425,0.0,46,45,1485,0,0.0,0,0.0,0,0,100.7,1,0,0.1111,100.7,0.0,0,Survivalist
0.0,0.0,0.0,0,0,0.0,0,0,0,85,1183,0,0,0.0,1262,0.0,27,27,0,0,0.0,0,0.0,0,0,184.0,3,1474,0.0,184.0,0.0,0,Survivalist
0.0,0.0,0.0,0,3,580.0,0,2,5,1,0,6,2,56.73,1395,0.0,97,96,1508,0,0.0,0,0.0,0,0,2380.0,7,0,1.0,2380.0,0.3333333333333333,8,Aggressive
0.0,0.0,0.0,0,0,147.0,2,1,2,13,0,2,1,26.95,1297,0.0,27,26,1480,0,0.0,0,0.0,0,0,942.1,5,0,0.8846,942.1,0.5,2,Aggressive
0.0,0.0,0.0,0,0,185.6,1,0,1,40,0,1,1,0.7985,1802,0.0,26,26,1487,0,0.0,0,0.0,0,0,50.04,2,0,0.0,50.04,0.0,1,Aggressive
0.0,0.0,0.0,0,4,0.0,0,0,6,48,0,0,0,0.0,1860,0.0,27,27,1490,0,6569.0,0,152.2,0,0,1173.0,7,0,0.6538,7894.2,0.0,10,Survivalist
0.0,0.0,0.0,0,2,130.3,1,0,1,34,0,1,1,13.41,1248,0.0,32,30,1500,0,80.53,0,0.0,0,0,1944.0,8,0,0.6774,2024.53,0.0,3,Aggressive
0.0,0.0,0.0,0,0,0.0,0,0,0,54,0,0,0,0.0,1834,0.0,96,94,1651,0,0.0,0,0.0,0,0,499.7,8,0,0.5579,499.7,0.0,0,Survivalist
0.0,0.0,0.0,0,0,200.0,1,1,1,21,1417,2,1,10.78,1351,0.0,29,29,0,0,0.0,0,0.0,0,0,73.29,2,1420,0.1786,73.29,0.5,1,Aggressive
0.0,0.0,0.0,0,1,0.0,2,0,1,9,1030,3,2,10.71,1338,0.0,28,26,0,0,0.0,0,0.0,0,0,0.0,4,1510,0.0,0.0,0.0,2,Aggressive
0.0,0.0,0.0,1,2,0.0,1,0,0,36,1188,1,1,17.24,1303,0.0,29,29,0,0,0.0,0,0.0,0,0,772.5,5,1504,0.3571,772.5,0.0,2,Aggressive
0.0,0.0,0.0,0,0,90.3,0,0,0,92,0,0,0,0.0,1781,0.0,31,30,1454,0,0.0,0,0.0,0,0,190.4,3,0,0.0667,190.4,0.0,0,Survivalist
0.0,0.0,0.0,2,0,197.9,1,0,0,34,0,1,1,13.5,1321,0.0,27,26,1494,0,0.0,0,0.0,0,0,1997.0,2,0,0.4615,1997.0,0.0,0,Aggressive
0.0,0.0,0.0,0,1,302.8,1,1,8,16,1325,2,1,25.66,1791,0.0,27,26,0,0,5768.0,0,19.92,0,0,2227.0,7,1460,0.7308,8014.92,0.5,9,Aggressive
0.0,0.0,0.0,1,1,189.9,2,0,1,17,1567,2,1,47.48,1849,0.0,27,25,0,0,0.0,0,0.0,0,0,1696.0,6,1493,0.3846,1696.0,0.0,2,Aggressive
0.0,0.0,0.0,0,0,28.38,0,0,0,55,0,0,0,0.0,1919,0.0,99,93,1609,0,0.0,0,0.0,0,0,2001.0,5,0,0.4796,2001.0,0.0,0,Survivalist
0.0,0.0,0.0,0,4,188.2,0,0,6,21,1000,1,1,4.434,1896,0.0,83,78,0,0,5094.0,0,0.0,0,0,677.5,8,1500,0.7927,5771.5,0.0,10,Aggressive
0.0,0.0,0.0,0,1,325.7,1,0,2,9,1469,2,1,6.947,1875,0.0,46,44,0,0,0.0,0,0.0,0,0,2604.0,3,1613,0.9778,2604.0,0.0,3,Aggressive
0.0,0.0,0.0,0,0,0.0,0,0,0,67,1371,0,0,0.0,1950,0.0,29,27,0,0,0.0,0,0.0,0,0,1353.0,7,1460,0.25,1353.0,0.0,0,Survivalist
0.0,0.0,0.0,0,2,117.6,0,0,1,42,1197,0,0,0.0,1325,0.0,29,28,0,0,0.0,0,0.0,0,0,2233.0,7,1473,0.7857,2233.0,0.0,3,Survivalist
0.0,0.0,0.0,1,3,293.6,0,1,1,12,0,2,1,140.7,1390,0.0,27,26,1463,0,568.8,0,0.0,0,0,2817.0,6,0,0.9615,3385.8,0.5,4,Aggressive
0.0,0.0,0.0,1,0,90.01,0,0,0,71,0,0,0,0.0,1372,0.0,28,27,1483,0,0.0,0,0.0,0,0,557.9,3,0,0.2963,557.9,0.0,0,Survivalist
0.0,0.0,0.0,1,5,536.3,3,0,1,3,1774,4,2,39.57,1934,0.0,30,28,0,0,0.0,0,0.0,0,0,5701.0,4,1536,1.0,5701.0,0.0,6,Aggressive
0.0,0.0,0.0,0,0,200.0,2,0,0,22,1510,2,2,38.22,1432,0.0,29,28,0,0,0.0,0,0.0,0,0,205.3,1,1400,0.1786,205.3,0.0,0,Aggressive
0.0,0.0,0.0,1,2,32.77,0,0,0,44,0,0,0,0.0,1391,0.0,29,26,1473,0,0.0,0,0.0,0,0,3426.0,6,0,1.0,3426.0,0.0,2,Survivalist
0.0,0.0,0.0,0,0,0.0,0,0,0,90,0,0,0,0.0,1930,0.0,29,26,1464,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,Survivalist
0.0,0.0,0.0,0,4,174.0,0,0,9,20,0,1,1,33.37,1949,0.0,45,44,1624,1,1306.0,0,0.0,0,0,2059.0,3,0,0.9773,3365.0,0.0,13,Aggressive
0.0,0.0,0.0,0,1,31.32,0,0,1,40,1265,1,1,11.02,1803,0.0,29,29,0,0,0.0,0,0.0,0,0,265.1,1,1455,0.2143,265.1,0.0,2,Aggressive
0.0,0.0,0.0,0,1,275.0,2,1,1,8,1000,3,2,31.24,1867,0.0,28,25,0,0,0.0,0,0.0,0,0,359.2,4,1500,0.2963,359.2,0.3333333333333333,2,Aggressive
0.0,0.0,0.0,0,1,0.0,0,0,2,45,0,0,0,0.0,1836,0.0,48,48,1480,0,5443.0,0,0.0,0,0,1877.0,4,0,0.766,7320.0,0.0,3,Survivalist
0.0,0.0,0.0,0,0,99.06,0,0,0,98,1430,0,0,0.0,1379,0.0,98,96,0,0,0.0,0,0.0,0,0,10.3,1,1536,0.0,10.3,0.0,0,Survivalist
0.0,0.0,0.0,0,0,0.0,0,0,0,80,0,0,0,0.0,1844,0.0,29,29,1471,0,0.0,0,0.0,0,0,201.2,2,0,0.25,201.2,0.0,0,Survivalist
0.0,0.0,0.0,0,0,0.0,0,0,0,66,0,0,0,0.0,1417,0.0,98,95,1509,0,0.0,0,0.0,0,0,260.9,3,0,0.4021,260.9,0.0,0,Survivalist
0.0,0.0,0.0,0,0,0.0,0,0,0,51,1374,0,0,0.0,1796,0.0,44,42,0,0,0.0,0,0.0,0,0,472.6,5,1469,0.4884,472.6,0.0,0,Survivalist
0.0,0.0,0.0,2,3,169.1,0,1,6,6,0,2,1,247.3,1858,0.0,19,19,1549,0,4389.0,0,0.0,0,0,2979.0,12,0,0.8889,7368.0,0.5,9,Aggressive
0.0,0.0,0.0,0,2,0.0,0,0,2,49,0,0,0,0.0,1633,0.0,98,91,1486,0,5587.0,0,0.0,0,0,0.0,3,0,0.0,5587.0,0.0,4,Survivalist
0.0,0.0,0.0,0,0,132.3,1,0,0,42,0,1,1,7.249,1317,0.0,31,31,1371,0,0.0,0,0.0,0,0,109.1,2,0,0.2,109.1,0.0,0,Aggressive
0.0,0.0,0.0,0,6,0.0,2,1,10,8,0,3,1,95.62,1773,0.0,28,27,1483,2,2866.0,0,0.0,0,0,2278.0,5,0,0.7407,5144.0,0.3333333333333333,16,Aggressive
0.0,0.0,0.0,1,2,246.6,0,0,6,20,0,1,1,3.027,1847,0.0,45,45,1812,1,0.0,0,0.0,0,0,2116.0,9,0,1.0,2116.0,0.0,8,Aggressive
0.0,0.0,0.0,0,5,86.0,0,1,0,25,1397,1,1,49.53,1350,0.0,94,90,0,0,0.0,0,0.0,0,0,3028.0,8,1621,0.8817,3028.0,1.0,5,Aggressive
0.0,0.0,0.0,0,4,130.2,1,0,5,23,0,1,1,80.62,1449,0.0,47,46,1498,0,0.0,0,66.87,0,0,2669.0,6,0,1.0,2735.87,0.0,9,Aggressive
0.0,0.0,0.0,0,4,261.0,0,1,0,15,0,2,1,51.54,1373,0.0,100,99,1528,0,0.0,0,0.0,0,0,1611.0,6,0,0.7879,1611.0,0.5,4,Aggressive
0.0,0.0,0.0,1,0,72.34,0,0,0,54,1016,0,0,0.0,1309,0.0,48,45,0,0,0.0043,0,26.56,0,0,3090.0,4,1490,0.6383,3116.5643,0.0,0,Survivalist
0.0,0.0,0.0,0,0,0.0,0,0,0,56,0,0,0,0.0,1877,0.0,46,42,1512,0,813.3,0,0.0,0,0,1419.0,3,0,0.3778,2232.3,0.0,0,Survivalist
0.0,0.0,0.0,0,0,0.0,0,0,0,81,0,0,0,0.0,1298,0.0,99,97,1559,0,0.0,0,0.0,0,0,34.04,1,0,0.2245,34.04,0.0,0,Survivalist
0.0,0.0,0.0,0,0,97.43,0,0,0,85,0,0,0,0.0,1480,0.0,49,47,1497,0,0.0,0,0.0,0,0,178.8,2,0,0.1042,178.8,0.0,0,Survivalist
0.0,0.0,0.0,0,0,0.0,0,0,0,47,0,0,0,0.0,1365,0.0,47,47,1531,0,0.0,0,0.0,0,0,49.27,2,0,0.7826,49.27,0.0,0,Survivalist
0.0,0.0,0.0,0,4,20.0,0,0,0,16,0,1,1,4.888,888,0.0,51,46,1500,0,3940.0,1,0.0,0,0,655.8,2,0,1.0,4595.8,0.0,4,Aggressive
0.0,0.0,0.0,0,0,25.8,0,0,0,79,1033,0,0,0.0,1868,0.0,27,26,0,0,0.0,0,0.0,0,0,916.7,3,1491,0.1538,916.7,0.0,0,Survivalist
0.0,0.0,0.0,0,0,79.98,0,0,4,65,0,0,0,0.0,1893,0.0,48,47,1500,0,0.0,0,0.0,0,0,443.0,4,0,0.4894,443.0,0.0,4,Survivalist
0.0,0.0,0.0,0,0,0.0,0,0,0,75,1288,0,0,0.0,1512,0.0,99,97,0,0,0.0,0,0.0,0,0,107.5,2,1481,0.2653,107.5,0.0,0,Survivalist
0.0,0.0,0.0,1,5,0.0,2,0,6,16,0,2,1,28.83,1891,0.0,49,48,1491,0,758.0,0,0.0,0,0,4816.0,7,0,0.0,5574.0,0.0,11,Aggressive
0.0,0.0,0.0,0,1,68.97,0,0,0,73,0,0,0,0.0,1442,0.0,97,96,1478,0,0.0,0,0.0,0,0,98.86,2,0,0.3229,98.86,0.0,1,Survivalist
0.0,0.0,0.0,0,1,0.0,0,0,0,75,0,0,0,0.0,1372,0.0,28,26,1470,0,0.0,0,0.0,0,0,156.1,1,0,0.1481,156.1,0.0,1,Survivalist
0.0,0.0,0.0,0,0,0.0,0,0,0,94,998,0,0,0.0,1379,0.0,27,27,0,0,0.0,0,0.0,0,0,51.9,0,1479,0.0,51.9,0.0,0,Survivalist
